!	!	_!
!!	!!	_!!
!((	!((	_!((
!)	!)	_!)
!-	!-	_!-
!mxt	!MXT	_!mxt
!xt	!XT	_!xt
"ignore	"IGNORE	_"ignore
lanzan	LANZAN	_lanzan
laos	LAOS	_laos
laozi	LAOZI	_laozi
lapasari	LAPASARI	_lapasari
lara	LARA	_lara
large-billed	LARGE BILLED	_large || _billed
larger	LARGER	_larger
laridae	LARIDAE	_laridae
lark	LARK	_lark
larry	LARRY	_larry
las	LAS	_las
laser	LASER	_laser
lasius	LASIUS	_lasius
lata	LATA	_lata
latehar	LATEHAR	_latehar
lath,	LATH,	_lath,
lathi,	LATHI,	_lathi,
latif	LATIF	_latif
latin	LATIN	_latin
latin-language	LATIN LANGUAGE	_latin || _language
latur	LATUR	_latur
latvia	LATVIA	_latvia
latvian	LATVIAN	_latvian
launch	LAUNCH	_launch
laureates	LAUREATES	_laureates
lava	LAVA	_lava
lavani	LAVANI	_lavani
lavji	LAVJI	_lavji
lavkumar	LAVKUMAR	_lavkumar
law	LAW	_law
lawngtlai	LAWNGTLAI	_lawngtlai
lawrencium	LAWRENCIUM	_lawrencium
laxman	LAXMAN	_laxman
laxmi	LAXMI	_laxmi
layal	LAYAL	_layal
layer	LAYER	_layer
layout	LAYOUT	_layout
lead	LEAD	_lead
leader	LEADER	_leader
league	LEAGUE	_league
leaning	LEANING	_leaning
leap	LEAP	_leap
least	LEAST	_least
least-concern	LEAST CONCERN	_least || _concern
leatherback	LEATHERBACK	_leatherback
lebanon	LEBANON	_lebanon
ledger	LEDGER	_ledger
ledo	LEDO	_ledo
lee	LEE	_lee
leeds	LEEDS	_leeds
leela	LEELA	_leela
leena	LEENA	_leena
left	LEFT	_left
left/coast	LEFT/COAST	_left/coast
leg	LEG	_leg
legend	LEGEND	_legend
legend0	LEGEND0	_legend0
legislative	LEGISLATIVE	_legislative
legislature	LEGISLATURE	_legislature
lego	LEGO	_lego
legume	LEGUME	_legume
legumes	LEGUME +(s)	_legume +s
leh	LEH	_leh
leicester	LEICESTER	_leicester
leinster	LEINSTER	_leinster
leishmaniasis	LEISHMANIASIS	_leishmaniasis
leithii	LEITHII	_leithii
leleti	LELETI	_leleti
lemon	LEMON	_lemon
len	LEN	_len
len/core	LEN/CORE	_len/core
lengpui	LENGPUI	_lengpui
lenin	LENIN	_lenin
lentil	LENTIL	_lentil
leo	LEO	_leo
leonardo	LEONARDO	_leonardo
leone	LEONE	_leone
leopard	LEOPARD	_leopard
leprosy	LEPROSY	_leprosy
leptospirosis	LEPTOSPIROSIS	_leptospirosis
lesotho	LESOTHO	_lesotho
lethal	LETHAL	_lethal
letter/trim	LETTER/TRIM	_letter/trim
letters	LETTERS	_letters
leva	LEVA	_leva
level	LEVEL	_level
levels	LEVEL +(s)	_level +s
león	LEÓN	_león
li	LI	_li
libel	LIBEL	_libel
liberia	LIBERIA	_liberia
liberty	LIBERTY	_liberty
libra	LIBRA	_libra
library	LIBRARY	_library
libya	LIBYA	_libya
license	LICENSE	_license
license,	LICENSE,	_license,
liechtenstein	LIECHTENSTEIN	_liechtenstein
lien	LIEN	_lien
lies	LIES	_lies
life	LIFE	_life
lifetime	LIFE TIME	_life || _time
light	LIGHT	_light
light-year	LIGHT YEAR	_light || _year
lighthouse	LIGHT HOUSE	_light || _house
lighthouses	LIGHTHOUSE +(s)	_lighthouse +s
lilapur,	LILAPUR,	_lilapur,
lillee	LILLEE	_lillee
limbdi	LIMBDI	_limbdi
limbhoi	LIMBHOI	_limbhoi
limbo	LIMBO	_limbo
limbuda	LIMBUDA	_limbuda
limburg	LIMBURG	_limburg
limetta	LIMETTA	_limetta
limit	LIMIT	_limit
limited	LIMITED	_limited
limkheda	LIMKHEDA	_limkheda
line	LINE	_line
lines	LINE +(s)	_line +s
lingaraja	LINGARAJA	_lingaraja
link	LINK	_link
link/core	LINK/CORE	_link/core
link/normal	LINK/NORMAL	_link/normal
link/relative	LINK/RELATIVE	_link/relative
link/secure	LINK/SECURE	_link/secure
link/text	LINK/TEXT	_link/text
links	LINK +(s)	_link +s
linktext	LINK TEXT	_link || _text
linus	LINUS	_linus
linux	LINUX	_linux
lion	LION	_lion
lipid	LIPID	_lipid
lipstick	LIPSTICK	_lipstick
lipulekh	LIPULEKH	_lipulekh
liquid	LIQUID	_liquid
liquid-crystal	LIQUID CRYSTAL	_liquid || _crystal
list	LIST	_list
list-style-type	LIST STYLE TYPE	_list || _style || _type
list/entry	LIST/ENTRY	_list/entry
listen	LISTEN	_listen
listing	LISTING	_listing
lists	LIST +(s)	_list +s
lit-stub	LIT STUB	_lit || _stub
literacy	LITERACY	_literacy
literature	LITERATURE	_literature
lithium	LITHIUM	_lithium
lithuania	LITHUANIA	_lithuania
lithuanian	LITHUANIAN	_lithuanian
litmus	LITMUS	_litmus
liton	LITON	_liton
little	LITTLE	_little
liverpool	LIVERPOOL	_liverpool
living	LIVING	_living
lixer	LIXER	_lixer
liège	LIÈGE	_liège
loans	LOANS	_loans
local	LOCAL	_local
location	LOCATION	_location
locho	LOCHO	_locho
lock	LOCK	_lock
locomotion	LOCOMOTION	_locomotion
locomotive	LOCOMOTIVE	_locomotive
lodge	LODGE	_lodge
lodi	LODI	_lodi
loftus	LOFTUS	_loftus
logicwiki	LOGICWIKI	_logicwiki
logos	LOGOS	_logos
logp	LOGP	_logp
lohana	LOHANA	_lohana
lohardaga	LOHARDAGA	_lohardaga
lohia	LOHIA	_lohia
lohit	LOHIT	_lohit
lok	LOK	_lok
lokanatha	LOKANATHA	_lokanatha
lokhande	LOKHANDE	_lokhande
lonar	LONAR	_lonar
lonavla	LONAVLA	_lonavla
london	LONDON	_london
long	LONG	_long
longewala	LONGEWALA	_longewala
longifolia	LONGIFOLIA	_longifolia
longifrons	LONGIFRONS	_longifrons
longitem	LONG ITEM	_long || _item
longleng	LONGLENG	_longleng
longlisted	LONGLISTED	_longlisted
lookup	LOOKUP	_lookup
loop	LOOP	_loop
lordship	LORDSHIP	_lordship
lorem	LOREM	_lorem
los	LOS	_los
loss	LOS +(s)	_los +s
lota	LOTA	_lota
loteshwar	LOTESHWAR	_loteshwar
lothal	LOTHAL	_lothal
lotus	LOTUS	_lotus
louis	LOUIS	_louis
louise	LOUISE	_louise
louisiana	LOUISIANA	_louisiana
love	LOVE	_love
lovji	LOVJI	_lovji
lovysinghal	LOVYSINGHAL	_lovysinghal
lower	LOWER	_lower
lowercase	LOWER CASE	_lower || _case
lt	LT	_lt
ltd.	LTD.	_ltd.
lua	LUA	_lua
lucien	LUCIEN	_lucien
luckas-bot	LUCKAS BOT	_luckas || _bot
lucknow	LUCKNOW	_lucknow
lucpol	LUCPOL	_lucpol
ludhiana	LUDHIANA	_ludhiana
lug	LUG	_lug
luhar	LUHAR	_luhar
luis	LUIS	_luis
lumbini	LUMBINI	_lumbini
lunar	LUNAR	_lunar
lunavada	LUNAVADA	_lunavada
lunej	LUNEJ	_lunej
lung	LUNG	_lung
lunglei	LUNGLEI	_lunglei
luni	LUNI	_luni
lutetium	LUTETIUM	_lutetium
luther	LUTHER	_luther
lux	LUX	_lux
luxembourg	LUXEMBOURG	_luxembourg
lv	LV	_lv
lx	LX	_lx
lychee	LYCHEE	_lychee
lymph	LYMPH	_lymph
lyricist	LYRICIST	_lyricist
lytov	LYTOV	_lytov
lzh	LZH	_lzh
løve	LØVE	_løve
m.	M.	_m.
maa	MAA	_maa
maas	MAA +(s)	_maa +s
mabifixem	MABIFIXEM	_mabifixem
macaque	MACAQUE	_macaque
macau	MACAU	_macau
macedonia	MACEDONIA	_macedonia
machchhu	MACHCHHU	_machchhu
machchundri	MACHCHUNDRI	_machchundri
machhlivad	MACHHLIVAD	_machhlivad
machilipatnam	MACHILIPATNAM	_machilipatnam
machine	MACHINE	_machine
machu	MACHU	_machu
macmurdo's	MACMURDO'S	_macmurdo's
macrocarpus	MACROCARPUS	_macrocarpus
macrolepis	MACROLEPIS	_macrolepis
macrotyloma	MACROTYLOMA	_macrotyloma
macwan	MACWAN	_macwan
mada	MADA	_mada
madagascar	MADAGASCAR	_madagascar
madakari	MADAKARI	_madakari
madame	MADAME	_madame
madan	MADAN	_madan
madanna	MADANNA	_madanna
madeira	MADEIRA	_madeira
madh	MADH	_madh
madhapar	MADHAPAR	_madhapar
madhav	MADHAV	_madhav
madhava	MADHAVA	_madhava
madhavav	MADHAVAV	_madhavav
madhavpur	MADHAVPUR	_madhavpur
madhavsinh	MADHAVSINH	_madhavsinh
madhepura	MADHEPURA	_madhepura
madhmeshwar	MADHMESHWAR	_madhmeshwar
madhopur	MADHOPUR	_madhopur
madhu	MADHU	_madhu
madhubala	MADHUBALA	_madhubala
madhubani	MADHU BANI	_madhu || _bani
madhubani,	MADHUBANI,	_madhubani,
madhubhai	MADHU BHAI	_madhu || _bhai
madhuca	MADHUCA	_madhuca
madhuri	MADHURI	_madhuri
madhusudan	MADHU SUDAN	_madhu || _sudan
madhya	MADHYA	_madhya
madhyamaheshwar	MADHYAMAHESHWAR	_madhyamaheshwar
madia	MADIA	_madia
madikeri	MADIKERI	_madikeri
madras	MADRAS	_madras
madri	MADRI	_madri
madurai	MADURAI	_madurai
maenam	MAENAM	_maenam
mafat	MAFAT	_mafat
mafatlal	MAFATLAL	_mafatlal
magadh	MAGADH	_magadh
magahi	MAGAHI	_magahi
magaj	MAGAJ	_magaj
magazine	MAGAZINE	_magazine
magazines	MAGAZINE +(s)	_magazine +s
magdalla	MAGDALLA	_magdalla
magderu	MAGDERU	_magderu
magh	MAGH	_magh
maghval	MAGHVAL	_maghval
magic	MAGIC	_magic
magnesium	MAGNESIUM	_magnesium
magnetic	MAGNETIC	_magnetic
magnitude	MAGNITUDE	_magnitude
magnolia	MAGNOLIA	_magnolia
magod	MAGOD	_magod
magodi	MAGODI	_magodi
magpie-robin	MAGPIE ROBIN	_magpie || _robin
maha	MAHA	_maha
mahabaleshwar	MAHA BALESHWAR	_maha || _baleshwar
mahabat	MAHABAT	_mahabat
mahabharata	MAHABHARATA	_mahabharata
mahabodhi	MAHABODHI	_mahabodhi
mahadeo	MAHADEO	_mahadeo
mahadev	MAHADEV	_mahadev
mahadevan	MAHADEVAN	_mahadevan
mahadevi	MAHA DEVI	_maha || _devi
mahagauri	MAHA GAURI	_maha || _gauri
mahagujarat	MAHA GUJARAT	_maha || _gujarat
mahajan	MAHAJAN	_mahajan
mahakaleshwar	MAHAKALESHWAR	_mahakaleshwar
mahakali	MAHAKALI	_mahakali
mahal	MAHAL	_mahal
mahalakshmi	MAHA LAKSHMI	_maha || _lakshmi
mahalaya	MAHALAYA	_mahalaya
mahanadi	MAHANADI	_mahanadi
mahaprabhu	MAHAPRABHU	_mahaprabhu
mahar	MAHAR	_mahar
maharaj	MAHARAJ	_maharaj
maharaja	MAHA RAJA	_maha || _raja
maharajganj	MAHARAJ GANJ	_maharaj || _ganj
maharana	MAHA RANA	_maha || _rana
maharashtra	MAHARASHTRA	_maharashtra
maharashtrian	MAHARASHTRIAN	_maharashtrian
maharishi	MAHARISHI	_maharishi
mahasamund	MAHASAMUND	_mahasamund
mahasweta	MAHASWETA	_mahasweta
mahatma	MAHATMA	_mahatma
mahavir	MAHAVIR	_mahavir
mahavira	MAHAVIRA	_mahavira
mahbubnagar	MAHBUBNAGAR	_mahbubnagar
mahdibot	MAHDIBOT	_mahdibot
mahemdavad	MAHEMDAVAD	_mahemdavad
mahendragarh	MAHENDRAGARH	_mahendragarh
mahendralal	MAHENDRALAL	_mahendralal
mahesh	MAHESH	_mahesh
mahi	MAHI	_mahi
mahidharpura	MAHIDHARPURA	_mahidharpura
mahindra	MAHINDRA	_mahindra
mahipati	MAHIPATI	_mahipati
mahipatram	MAHIPATRAM	_mahipatram
mahisa	MAHISA	_mahisa
mahisagar	MAHI SAGAR	_mahi || _sagar
mahishasura	MAHISHASURA	_mahishasura
mahishmati	MAHISHMATI	_mahishmati
mahmud	MAHMUD	_mahmud
mahoba	MAHOBA	_mahoba
mahobatpara	MAHOBATPARA	_mahobatpara
mahrajganj,	MAHRAJGANJ,	_mahrajganj,
mahudha	MAHUDHA	_mahudha
mahudi	MAHUDI	_mahudi
mahuli	MAHULI	_mahuli
mahuva,	MAHUVA,	_mahuva,
mahuvar	MAHUVAR	_mahuvar
mahé	MAHÉ	_mahé
mahé,	MAHÉ,	_mahé,
maidan	MAIDAN	_maidan
maidens	MAIDENS	_maidens
mail	MAIL	_mail
main	MAIN	_main
maine	MAINE	_maine
mainpuri	MAIN PURI	_main || _puri
maintenance	MAINTENANCE	_maintenance
maio	MAIO	_maio
maithili	MAITHILI	_maithili
maitraka	MAITRAKA	_maitraka
maize	MAIZE	_maize
majhalumi	MAJHALUMI	_majhalumi
majilpur	MAJILPUR	_majilpur
majlis-e-ittehadul	MAJLIS E ITTEHADUL	_majlis || _e || _ittehadul
major	MAJOR	_major
majuli	MAJULI	_majuli
majumdar	MAJUMDAR	_majumdar
makaji	MAKAJI	_makaji
makar	MAKAR	_makar
makarand	MAKARAND	_makarand
makardhwaja	MAKARDHWAJA	_makardhwaja
makecat	MAKECAT	_makecat
makemake	MAKEMAKE	_makemake
makhanlal	MAKHANLAL	_makhanlal
makhdoom	MAKHDOOM	_makhdoom
makkhali	MAKKHALI	_makkhali
makli	MAKLI	_makli
makrani	MAKRANI	_makrani
maktampur	MAKTAMPUR	_maktampur
maktupur	MAKTUPUR	_maktupur
mal	MAL	_mal
mala	MALA	_mala
malabar	MALABAR	_malabar
malabari	MALABARI	_malabari
malad	MALAD	_malad
malala	MALALA	_malala
malan	MALAN	_malan
malappuram	MALAPPURAM	_malappuram
malaria	MALARIA	_malaria
malaviya	MALAVIYA	_malaviya
malawi	MALAWI	_malawi
malayalam	MALAYALAM	_malayalam
malayalam-language	MALAYALAM LANGUAGE	_malayalam || _language
malaysia	MALAYSIA	_malaysia
malda	MALDA	_malda
maldhari	MALDHARI	_maldhari
maldives	MALDIVES	_maldives
male	MALE	_male
malegaon	MALEGAON	_malegaon
malela	MALELA	_malela
malformed	MALFORMED	_malformed
malgadh	MALGADH	_malgadh
malhotra	MALHOTRA	_malhotra
mali	MALI	_mali
malkangiri	MALKANGIRI	_malkangiri
malkoha	MALKOHA	_malkoha
mallakhamba	MALLAKHAMBA	_mallakhamba
mallika	MALLIKA	_mallika
mallikarjuna	MALLIKARJUNA	_mallikarjuna
malnutrition	MALNUTRITION	_malnutrition
malpur	MALPUR	_malpur
malta	MALTA	_malta
malva	MALVA	_malva
malvi	MALVI	_malvi
malwan	MALWAN	_malwan
mamallapuram	MAMALLAPURAM	_mamallapuram
mamit	MAMIT	_mamit
mamluk	MAMLUK	_mamluk
mammals	MAMMALS	_mammals
mammootty	MAMMOOTTY	_mammootty
mamta	MAMTA	_mamta
mamuara	MAMUARA	_mamuara
man	MAN	_man
man-made	MAN MADE	_man || _made
mana	MANA	_mana
management	MANAGEMENT	_management
managers	MANAGERS	_managers
manali	MANALI	_manali
manali,	MANALI,	_manali,
manang	MANANG	_manang
manas	MANA +(s)	_mana +s
manasarovar	MANA SAROVAR	_mana || _sarovar
manav	MANAV	_manav
manavadar	MANAVADAR	_manavadar
manchester	MANCHESTER	_manchester
manda,	MANDA,	_manda,
mandal	MANDAL	_mandal
mandal,	MANDAL,	_mandal,
mandapeshwar	MANDAPESHWAR	_mandapeshwar
mandavi	MANDAVI	_mandavi
mandeali	MANDEALI	_mandeali
mandela	MANDELA	_mandela
mandhata	MANDHATA	_mandhata
mandi	MANDI	_mandi
mandi,	MANDI,	_mandi,
mandir	MANDIR	_mandir
mandir,	MANDIR,	_mandir,
mandira	MANDIRA	_mandira
mandla	MANDLA	_mandla
mandodari	MANDODARI	_mandodari
mandovi	MANDOVI	_mandovi
mandsaur	MANDSAUR	_mandsaur
mandva	MANDVA	_mandva
mandvi	MANDVI	_mandvi
mandya	MANDYA	_mandya
manek	MANEK	_manek
maneklal	MANEKLAL	_maneklal
manekshaw	MANEK SHAW	_manek || _shaw
mangal	MANGAL	_mangal
mangala	MANGALA	_mangala
mangaldoi	MANGALDOI	_mangaldoi
mangalore	MANGALORE	_mangalore
mangan,	MANGAN,	_mangan,
manganese	MANGANESE	_manganese
mangeshkar	MANGESHKAR	_mangeshkar
mangifera	MANGIFERA	_mangifera
mangrol,	MANGROL,	_mangrol,
manhar	MANHAR	_manhar
manhattan	MANHATTAN	_manhattan
mani	MANI	_mani
maniar	MANIAR	_maniar
maniben	MANIBEN	_maniben
manibhai	MANI BHAI	_mani || _bhai
manilal	MANILAL	_manilal
manilkara	MANILKARA	_manilkara
maninagar	MANI NAGAR	_mani || _nagar
maninder	MANINDER	_maninder
manipur	MANIPUR	_manipur
manipuri	MANI PURI	_mani || _puri
manitoba	MANITOBA	_manitoba
manjal	MANJAL	_manjal
manjira	MANJIRA	_manjira
manjrekar	MANJREKAR	_manjrekar
manjul	MANJUL	_manjul
mankad	MANKAD	_mankad
manmohan	MANMOHAN	_manmohan
manna	MANNA	_manna
manohar	MANOHAR	_manohar
manoharan	MANOHARAN	_manoharan
manoj	MANOJ	_manoj
mansa	MANSA	_mansa
mansa,	MANSA,	_mansa,
mansingh	MANSINGH	_mansingh
mansinh	MANSINH	_mansinh
mansukhlal	MANSUKHLAL	_mansukhlal
mansuri	MANSURI	_mansuri
mantar,	MANTAR,	_mantar,
manto	MANTO	_manto
mantra	MANTRA	_mantra
mantras	MANTRA +(s)	_mantra +s
mantri	MANTRI	_mantri
manu	MANU	_manu
manubhai	MANUBHAI	_manubhai
manubot	MANUBOT	_manubot
manufacturers	MANUFACTURERS	_manufacturers
manumg	MANUMG	_manumg
manvendra	MANVENDRA	_manvendra
manvini	MANVINI	_manvini
maota	MAOTA	_maota
map	MAP	_map
map+	MAP+	_map+
map/data	MAP/DATA	_map/data
map/data/afghanistan	MAP/DATA/AFGHANISTAN	_map/data/afghanistan
map/data/africa	MAP/DATA/AFRICA	_map/data/africa
map/data/bolivia	MAP/DATA/BOLIVIA	_map/data/bolivia
map/data/cambodia	MAP/DATA/CAMBODIA	_map/data/cambodia
map/data/canada	MAP/DATA/CANADA	_map/data/canada
map/data/earth	MAP/DATA/EARTH	_map/data/earth
map/data/france	MAP/DATA/FRANCE	_map/data/france
map/data/india	MAP/DATA/INDIA	_map/data/india
map/data/karnataka	MAP/DATA/KARNATAKA	_map/data/karnataka
map/data/mali	MAP/DATA/MALI	_map/data/mali
map/data/nepal	MAP/DATA/NEPAL	_map/data/nepal
map/data/nevada	MAP/DATA/NEVADA	_map/data/nevada
map/data/norway	MAP/DATA/NORWAY	_map/data/norway
map/data/usa	MAP/DATA/USA	_map/data/usa
map/decdeg	MAP/DECDEG	_map/decdeg
map/info	MAP/INFO	_map/info
map/mapname	MAP/MAPNAME	_map/mapname
map/multi	MAP/MULTI	_map/multi
mapbox	MAPBOX	_mapbox
mapframe	MAPFRAME	_mapframe
mapframe/wikidata	MAPFRAME/WIKIDATA	_mapframe/wikidata
maplink	MAPLINK	_maplink
maps	MAP +(s)	_map +s
map~	MAP~	_map~
maqbara	MAQBARA	_maqbara
maratha	MARATHA	_maratha
marathi	MARATHI	_marathi
marathi-language	MARATHI LANGUAGE	_marathi || _language
marathon	MARATHON	_marathon
marble	MARBLE	_marble
march	MARCH	_march
marco	MARCO	_marco
mareez	MAREEZ	_mareez
marek69	MAREK69	_marek69
margarine	MARGARINE	_margarine
mariana	MARIANA	_mariana
marichi	MARICHI	_marichi
marine	MARINE	_marine
marino	MARINO	_marino
maritima	MARITIMA	_maritima
mariupol	MARIUPOL	_mariupol
mark	MARK	_mark
markahershberger	MARKAHERSHBERGER	_markahershberger
markand	MARKAND	_markand
marked	MARKED	_marked
market	MARKET	_market
marketing	MARKETING	_marketing
markup	MARKUP	_markup
marleshwar	MARLESHWAR	_marleshwar
marmelos	MARMELOS	_marmelos
maroli	MAROLI	_maroli
marriage	MARRIAGE	_marriage
mars	MARS	_mars
marsh	MARSH	_marsh
marshall	MARSHALL	_marshall
martial	MARTIAL	_martial
martin	MARTIN	_martin
maru	MARU	_maru
maruti	MARUTI	_maruti
marvel	MARVEL	_marvel
marvé	MARVÉ	_marvé
mary	MARY	_mary
mary's	MARY'S	_mary's
mary,	MARY,	_mary,
maryland	MARY LAND	_mary || _land
masala	MASALA	_masala
masekela	MASEKELA	_masekela
masjid	MASJID	_masjid
masjid,	MASJID,	_masjid,
masked	MASKED	_masked
mass	MASS	_mass
massachusetts	MASSACHUSETTS	_massachusetts
massacre	MASSACRE	_massacre
mastani	MASTANI	_mastani
masti	MASTI	_masti
masturbation	MASTURBATION	_masturbation
mata	MATA	_mata
mata,	MATA,	_mata,
matana	MATANA	_matana
matar,	MATAR,	_matar,
mataram	MATARAM	_mataram
match	MATCH	_match
math	MATH	_math
mathematica	MATHEMATICA	_mathematica
mathematicians	MATHEMATICIANS	_mathematicians
mathematics	MATHEMATICS	_mathematics
matheran	MATHERAN	_matheran
mathura	MATHURA	_mathura
matka	MATKA	_matka
matsya	MATSYA	_matsya
matsyendra	MATSYENDRA	_matsyendra
mattarella	MATTARELLA	_mattarella
matthew	MATTHEW	_matthew
mau	MAU	_mau
mauritania	MAURITANIA	_mauritania
mauritius	MAURITIUS	_mauritius
maurya	MAURYA	_maurya
mausam	MAUSAM	_mausam
mavalankar	MAVALANKAR	_mavalankar
mavji	MAVJI	_mavji
mavjinjava	MAVJINJAVA	_mavjinjava
mawlynnong	MAWLYNNONG	_mawlynnong
maxval	MAXVAL	_maxval
may	MAY	_may
maya	MAYA	_maya
mayank	MAYANK	_mayank
mayasura	MAYASURA	_mayasura
mayawati	MAYAWATI	_mayawati
mayurasana	MAYURASANA	_mayurasana
mayurasharma	MAYURASHARMA	_mayurasharma
mayurbhanj	MAYURBHANJ	_mayurbhanj
mazum	MAZUM	_mazum
mazumdar	MAZUMDAR	_mazumdar
mazumdar-shaw	MAZUMDAR SHAW	_mazumdar || _shaw
mbox	MBOX	_mbox
mcdermott	MCDERMOTT	_mcdermott
mdy	MDY	_mdy
means	MEANS	_means
measurement	MEASUREMENT	_measurement
mecca	MECCA	_mecca
mechanical	MECHANICAL	_mechanical
mechanised	MECHANISED	_mechanised
mechi	MECHI	_mechi
medak	MEDAK	_medak
medal	MEDAL	_medal
medalbottom	MEDAL BOTTOM	_medal || _bottom
medalbronze	MEDALBRONZE	_medalbronze
medalcompetition	MEDAL COMPETITION	_medal || _competition
medalcountry	MEDAL COUNTRY	_medal || _country
medalgold	MEDAL GOLD	_medal || _gold
medalists	MEDALISTS	_medalists
medalsilver	MEDAL SILVER	_medal || _silver
medalsport	MEDAL SPORT	_medal || _sport
medaltabletop	MEDALTABLETOP	_medaltabletop
media	MEDIA	_media
medical	MEDICAL	_medical
medicaments	MEDICAMENTS	_medicaments
medicinal	MEDICINAL	_medicinal
medicine	MEDICINE	_medicine
medina	MEDINA	_medina
meditation	MEDITATION	_meditation
medu	MEDU	_medu
meer	MEER	_meer
meera	MEERA	_meera
meerut	MEERUT	_meerut
meetup	MEETUP	_meetup
meghalaya	MEGHALAYA	_meghalaya
meghani	MEGHANI	_meghani
meghna	MEGHNA	_meghna
meghnad	MEGHNAD	_meghnad
meghpar	MEGHPAR	_meghpar
meghpar,	MEGHPAR,	_meghpar,
meghpur,	MEGHPUR,	_meghpur,
meghraj	MEGHRAJ	_meghraj
mehboob	MEHBOOB	_mehboob
mehdi	MEHDI	_mehdi
meherally	MEHERALLY	_meherally
mehndi	MEHNDI	_mehndi
mehrangarh	MEHRANGARH	_mehrangarh
mehsana	MEHSANA	_mehsana
mehta	MEHTA	_mehta
mehwa	MEHWA	_mehwa
mein	MEIN	_mein
meira	MEIRA	_meira
meitei	MEITEI	_meitei
meitnerium	MEITNERIUM	_meitnerium
mekan	MEKAN	_mekan
mela	MELA	_mela
melatonin	MELATONIN	_melatonin
melbourne	MELBOURNE	_melbourne
melilotus	MELILOTUS	_melilotus
mellitus	MELLITUS	_mellitus
member	MEMBER	_member
members	MEMBER +(s)	_member +s
memorial	MEMORIAL	_memorial
memory	MEMORY	_memory
mendarda	MENDARDA	_mendarda
mendelevium	MENDELEVIUM	_mendelevium
meneerke	MENEERKE	_meneerke
menmecho	MENMECHO	_menmecho
menobot	MENOBOT	_menobot
mental	MENTAL	_mental
mentha	MENTHA	_mentha
mer	MER	_mer
mera	MERA	_mera
merchant	MERCHANT	_merchant
mercury	MERCURY	_mercury
mercy	MERCY	_mercy
merge	MERGE	_merge
mermaid	MERMAID	_mermaid
merriam-webster	MERRIAM WEBSTER	_merriam || _webster
merv	MERV	_merv
mesopotamia	MESOPOTAMIA	_mesopotamia
message	MESSAGE	_message
messages	MESSAGE +(s)	_message +s
met	MET	_met
metabolic	METABOLIC	_metabolic
metabolism	METABOLISM	_metabolism
metal	METAL	_metal
metalgearliquid	METALGEARLIQUID	_metalgearliquid
metalloid	METALLOID	_metalloid
metallurgy	METALLURGY	_metallurgy
meteoroid	METEOROID	_meteoroid
methane	METHANE	_methane
metre	METRE	_metre
metro	METRO	_metro
metro-link	METRO LINK	_metro || _link
metropolitan	METROPOLITAN	_metropolitan
mevani	MEVANI	_mevani
mewat	MEWAT	_mewat
mexican	MEXICAN	_mexican
mexico	MEXICO	_mexico
mg	MG	_mg
mia	MIA	_mia
miami	MIAMI	_miami
micchami	MICCHAMI	_micchami
michael	MICHAEL	_michael
michelson	MICHELSON	_michelson
michigan	MICHIGAN	_michigan
michoacán	MICHOACÁN	_michoacán
mickey	MICKEY	_mickey
microeconomics	MICROECONOMICS	_microeconomics
microfinance	MICROFINANCE	_microfinance
microformat	MICROFORMAT	_microformat
microformats	MICROFORMAT +(s)	_microformat +s
micronesia	MICRONESIA	_micronesia
microsoft	MICROSOFT	_microsoft
midas	MIDAS	_midas
middle	MIDDLE	_middle
midnapore	MIDNAPORE	_midnapore
midwives'	MIDWIVES'	_midwives'
migraine	MIGRAINE	_migraine
migration	MIGRATION	_migration
mihira	MIHIRA	_mihira
mika	MIKA	_mika
mikao	MIKAO	_mikao
mikhalenko	MIKHALENKO	_mikhalenko
milan	MILAN	_milan
mile	MILE	_mile
miley	MILEY	_miley
military	MILITARY	_military
milk	MILK	_milk
milkha	MILKHA	_milkha
milky	MILKY	_milky
millet	MILLET	_millet
million-plus	MILLION PLUS	_million || _plus
millionaire	MILLIONAIRE	_millionaire
millstone	MILLSTONE	_millstone
mimosa	MIMOSA	_mimosa
mimsy-porpington	MIMSY PORPINGTON	_mimsy || _porpington
minar	MINAR	_minar
mindha	MINDHA	_mindha
mindhola	MINDHOLA	_mindhola
mindiyana	MINDIYANA	_mindiyana
minh	MINH	_minh
minister	MINISTER	_minister
ministers	MINISTER +(s)	_minister +s
minivet	MINIVET	_minivet
minneapolis	MINNEAPOLIS	_minneapolis
minnesota	MINNESOTA	_minnesota
minor	MINOR	_minor
minoti	MINOTI	_minoti
mira	MIRA	_mira
mirik	MIRIK	_mirik
mirwaiz	MIRWAIZ	_mirwaiz
mirza	MIRZA	_mirza
mirzapur	MIRZAPUR	_mirzapur
misal	MISAL	_misal
mishkín-qalam	MISHKÍN QALAM	_mishkín || _qalam
mishra	MISHRA	_mishra
misra	MISRA	_misra
miss	MISS	_miss
missing	MISSING	_missing
mission	MISSION	_mission
mississippi	MISSISSIPPI	_mississippi
missouri	MISSOURI	_missouri
mistri	MISTRI	_mistri
mistry	MISTRY	_mistry
mithapur	MITHAPUR	_mithapur
mithavirana	MITHAVIRANA	_mithavirana
mithi	MITHI	_mithi
mithridates	MITHRIDATES	_mithridates
mithuben	MITHUBEN	_mithuben
mithun	MITHUN	_mithun
mitiyala	MITIYALA	_mitiyala
mitiyativali	MITIYATIVALI	_mitiyativali
mittal	MITTAL	_mittal
mitti	MITTI	_mitti
mittra	MITTRA	_mittra
