!	_!
!!	_!!
!((	_!((
!)	_!)
!-	_!-
!mxt	_!mxt
!xt	_!xt
"નિયમોને	_"નિયમોને
ફ્રાન્સિસ	_ફ્રાન્સિસ
ફ્રાન્સિસ્કો	_ફ્રાન્સિસ્કો
ફ્રિડમ	_ફ્રિડમ
ફ્રી	_ફ્રી
ફ્રીલેન્ડગંજ	_ફ્રીલેન્ડગંજ
ફ્રૅન્ક	_ફ્રૅન્ક
ફ્રેડરિક	_ફ્રેડરિક
ફ્રેડી	_ફ્રેડી
ફ્રેન્ક	_ફ્રેન્ક
ફ્રેન્ચાઇઝીંગ	_ફ્રેન્ચાઇઝીંગ
ફ્લાઇટ	_ફ્લાઇટ
ફ્લાવર્સ	_ફ્લાવર્સ
ફ્લૂ	_ફ્લૂ
ફ્લેમિંગ	_ફ્લેમિંગ
ફ્લેશ	_ફ્લેશ
ફ્લોઇડ	_ફ્લોઇડ
ફ્લોરિડા	_ફ્લોરિડા
ફ્લોરિન	_ફ્લોરિન
બંગલા	_બંગલા
બંગલો	_બંગલો
બંગાળ	_બંગાળ
બંગાળના	_બંગાળ +ના
બંગાળની	_બંગાળની
બંગાળી	_બંગાળ +ી
બંજી	_બંજી
બંટાઇ	_બંટાઇ
બંદર	_બંદર
બંદુકો	_બંદુકો
બંધ	_બંધ
બંધારણ	_બંધારણ
બંધુઓ	_બંધુઓ
બંબોઈ	_બંબોઈ
બંસીલાલ	_બંસીલાલ
બકરાણા	_બકરાણા
બકરી	_બકરી
બકાસુર	_બકાસુર
બકિંગહામ	_બકિંગહામ
બકુલ	_બકુલ
બકોર	_બકોર
બક્ષી	_બક્ષી
બક્સર	_બક્સર
બક્સા	_બક્સા
બખરલા	_બખરલા
બગડા	_બગડા
બગદાણા	_બગદાણા
બગલો	_બગલો
બગસરા	_બગસરા
બગસરા-ઘેડ	_બગસરા _- _ઘેડ
બઘેલી	_બઘેલી
બચત	_બચત
બચાવો	_બચાવો
બચુભાઇ	_બચુભાઇ
બચ્ચન	_બચ્ચન
બજરંગ	_બજરંગ
બજાજ	_બજાજ
બજાણા	_બજાણા
બજાતે	_બજાતે
બજાર	_બજાર
બઝાક	_બઝાક
બટાકાં	_બટાકાં
બટેટાવડાં	_બટેટાવડાં
બતૂતા	_બતૂતા
બત્તી	_બત્તી
બત્રા	_બત્રા
બદનક્ષી	_બદનક્ષી
બદરુદ્દીન	_બદરુદ્દીન
બદામ	_બદામ
બદામી	_બદામ +ી
બદામી,	_બદામી,
બદાયૂં	_બદાયૂં
બદી-ઉઝ-ઝમાન	_બદી _- _ઉઝ _- _ઝમાન
બદ્રીનાથ	_બદ્રીનાથ
બધાં	_બધાં
બધિરતા	_બધિરતા
બધેકા	_બધેકા
બનારસ	_બનારસ
બનારસી	_બનારસ +ી
બનાવેલ	_બનાવેલ
બનાસ	_બનાસ
બનાસકાંઠા	_બનાસકાંઠા
બની	_બની
બન્ની	_બન્ની
બપૈયો	_બપૈયો
બફેટ	_બફેટ
બભ્રુવાહન	_બભ્રુવાહન
બરકત	_બરકત
બરકના	_બરકના
બરગઢ	_બરગઢ
બરગી	_બરગી
બરડા	_બરડા
બરડીયા	_બરડીયા
બરદિયા	_બરદિયા
બરનાલા	_બરનાલા
બરફી	_બરફી
બરબોધન	_બરબોધન
બરવાળા	_બરવાળા
બરવાસાગર	_બરવાસાગર
બરાન	_બરાન
બરેલી	_બરેલી
બરોડા	_બરોડા
બર્કેલીયમ	_બર્કેલીયમ
બર્ટ્રાન્ડ	_બર્ટ્રાન્ડ
બર્નલી	_બર્નલી
બર્નાર્ડો	_બર્નાર્ડો
બર્મન	_બર્મન
બર્મા	_બર્મા
બર્મિંગહામ	_બર્મિંગહામ
બર્મુડા	_બર્મુડા
બલધોઇ	_બલધોઇ
બલરાજ	_બલરાજ
બલરામ	_બલરામ
બલસમંદ	_બલસમંદ
બલાંગીર	_બલાંગીર
બલાનીવાવ	_બલાનીવાવ
બલિયા	_બલિયા
બલેશ્વર	_બલેશ્વર
બલ્ગેરિયા	_બલ્ગેરિયા
બલ્લારપુર	_બલ્લારપુર
બલ્લુભાઇ	_બલ્લુભાઇ
બળ	_બળ
બળતણ	_બળતણ
બળદ	_બળદ
બળવંત	_બળવંત
બળવંતરાય	_બળવંતરાય
બળા	_બળા
બળાત્કાર	_બળાત્કાર
બળેલ	_બળેલ
બસ	_બસ
બસરી	_બસરી
બસ્તર	_બસ્તર
બસ્તી	_બસ્તી
બહરાઇચ	_બહરાઇચ
બહરામપુર	_બહરામપુર
બહાદુર	_બહાદુર
બહાદુરપુર	_બહાદુરપુર
બહામાનો	_બહામાનો
બહારનું	_બહારનું
બહારવટીયો	_બહારવટીયો
બહુકોણ	_બહુકોણ
બહુચર	_બહુચર
બહુચરાજી	_બહુચરાજી
બહુસમુદાયીત્વ	_બહુસમુદાયીત્વ
બહેડો	_બહેડો
બહેરામજી	_બહેરામજી
બહેરીન	_બહેરીન
બહેરીનનો	_બહેરીનન +ો
બાંકુડા	_બાંકુડા
બાંકે	_બાંકે
બાંગ્લા	_બાંગ્લા
બાંગ્લાદેશ	_બાંગ્લાદેશ
બાંગ્લાદેશનો	_બાંગ્લાદેશનો
બાંટવા	_બાંટવા
બાંદા	_બાંદા
બાંદ્રા	_બાંદ્રા
બાંદ્રા-વરલી	_બાંદ્રા _- _વરલી
બાંધણી	_બાંધણી
બાંભોર	_બાંભોર
બાંયધરી	_બાંયધરી
બાઇનૉક્યુલર	_બાઇનૉક્યુલર
બાઇબલ	_બાઇબલ
બાઇવાડા	_બાઇવાડા
બાકરોલ	_બાકરોલ
બાકુલા	_બાકુલા
બાકોર	_બાકોર
બાગ	_બાગ
બાગપત	_બાગપત
બાગમતી	_બાગમતી
બાગલકોટ	_બાગલકોટ
બાગેશ્વર	_બાગેશ્વર
બાઘ	_બાઘ
બાજ	_બાજ
બાજરો	_બાજરો
બાજવા	_બાજવા
બાજુરા	_બાજુરા
બાઝાર	_બાઝાર
બાટી	_બાટી
બાણગંગા	_બાણગંગા
બાણભટ્ટ	_બાણભટ્ટ
બાણુંગાર	_બાણુંગાર
બાતુ	_બાતુ
બાથુ	_બાથુ
બાદરપુર	_બાદરપુર
બાદરાયણ	_બાદરાયણ
બાદશાહ	_બાદશાહ
બાદિયાન	_બાદિયાન
બાના	_બાના
બાનો	_બાનો
બાપા	_બાપા
બાપુ	_બાપુ
બાપુનગર	_બાપુનગર
બાપ્તિસ્મા	_બાપ્તિસ્મા
બાપ્સી	_બાપ્સી
બાબર	_બાબર
બાબરકોટ	_બાબરકોટ
બાબરા	_બાબરા
બાબરીયા	_બાબરીયા
બાબરીયાવાડ	_બાબરીયાવાડ
બાબા	_બાબા
બાબાસાહેબ	_બાબા _સાહેબ
બાબી	_બાબી
બાબુ	_બાબુ
બાબુભાઈ	_બાબુભાઈ
બાબુલનાથ	_બાબુલનાથ
બામણબોર	_બામણબોર
બામણા	_બામણા
બામરોડા	_બામરોડા
બારડોલી	_બારડોલી
બારપેટા	_બારપેટા
બારમેર	_બારમેર
બારસ	_બારસ
બારા-લાચ	_બારા _- _લાચ
બારાડી	_બારાડી
બારામૂલા	_બારામૂલા
બારિપદા	_બારિપદા
બારીયા	_બારીયા
બારેજા	_બારેજા
બાર્નસ્ટાર	_બાર્નસ્ટાર
બાર્બાડોસનો	_બાર્બાડોસનો
બાર્બુડાનો	_બાર્બુડાનો
બાલંભા	_બાલંભા
બાલન	_બાલન
બાલબોધ	_બાલબોધ
બાલમુકુન્દ	_બાલમુકુન્દ
બાલાગામ	_બાલાગામ
બાલાચડી	_બાલાચડી
બાલાજી	_બાલાજી
બાલારામ	_બાલારામ
બાલાશંકર	_બાલાશંકર
બાલાસિનોર	_બાલાસિનોર
બાલાસુબ્રમણ્યમ	_બાલાસુબ્રમણ્યમ
બાલી	_બાલી
બાલીસણા	_બાલીસણા
બાલુચરી	_બાલુચરી
બાલુરઘાટ	_બાલુરઘાટ
બાલુશાહી	_બાલુશાહી
બાલેશ્વર	_બાલેશ્વર
બાળ	_બાળ
બાળ-સાહિત્ય	_બાળ _- _સાહિત્ય
બાળગીત	_બાળગીત
બાળજન્મ	_બાળજન્મ
બાળપણ	_બાળપણ
બાળમજૂરી	_બાળમજૂરી
બાળાજી	_બાળાજી
બાવકા	_બાવકા
બાવચી	_બાવચી
બાવડી,	_બાવડી,
બાવનગજા	_બાવનગજા
બાવળ	_બાવળ
બાવળા	_બાવળા
બાષ્પોત્સર્જન	_બાષ્પોત્સર્જન
બાસુંદી	_બાસુંદી
બાસ્કિન-રોબિન્સ	_બાસ્કિન _- _રોબિન્સ
બાસ્કેટબોલ	_બાસ્કેટબોલ
બાસ્ગો	_બાસ્ગો
બાહુ	_બાહુ
બાહુબલી	_બાહુબલી
બાહેધરી	_બાહેધરી
બાહોર	_બાહોર
બાહ્ય	_બાહ્ય
બિંદુ	_બિંદુ
બિંદ્રા	_બિંદ્રા
બિકાનેર	_બિકાનેર
બિકાનેરના	_બિકાનેર +ના
બિચ,	_બિચ,
બિજનૌર	_બિજનૌર
બિજાપુર	_બિજાપુર
બિટલ્સ	_બિટલ્સ
બિટ્ટા	_બિટ્ટા
બિન	_બિન
બિન-નિવાસી	_બિન _- _નિવાસ +ી
બિન-વેધક	_બિન _- _વેધક
બિન્ની	_બિન્ની
બિમલ	_બિમલ
બિયાસ	_બિયાસ
બિરજુ	_બિરજુ
બિરલા	_બિરલા
બિરસા	_બિરસા
બિરૂની	_બિરૂની
બિરેન	_બિરેન
બિલ	_બિલ
બિલખા	_બિલખા
બિલાડી	_બિલાડી
બિલાસપુર	_બિલાસપુર
બિલેશ્વર	_બિલેશ્વર
બિલ્ટોણ્ગ	_બિલ્ટોણ્ગ
બિશનસિંઘ	_બિશનસિંઘ
બિસ્મથ	_બિસ્મથ
બિસ્મિલ	_બિસ્મિલ
બિસ્મિલ્લાહ	_બિસ્મિલ્લાહ
બિહાર	_બિહાર
બિહારના	_બિહાર +ના
બિહારી	_બિહાર +ી
બી.	_બી.
બી.આર.	_બી.આર.
બીઆરટીએસ	_બીઆરટીએસ
બીએસઈ	_બીએસઈ
બીગલ	_બીગલ
બીચ	_બીચ
બીજ	_બીજ
બીજક	_બીજક
બીજગણિત	_બીજગણિત
બીજું	_બીજું
બીજો	_બીજ +ો
બીજોરા	_બીજોરા
બીડ	_બીડ
બીદસર	_બીદસર
બીબીનો	_બીબીનો
બીબીસી	_બીબીસી
બીમારી	_બીમારી
બીયર	_બીયર
બીરબલ	_બીરબલ
બીરભૂમ	_બીરભૂમ
બીલખિયા	_બીલખિયા
બીલી	_બીલી
બીલીમોરા	_બીલીમોરા
બીસી	_બીસી
બી૬	_બી૬
બુંદી	_બુંદી
બુંદેલખંડ	_બુંદેલખંડ
બુક	_બુક
બુકર	_બુકર
બુગ્યાલ	_બુગ્યાલ
બુઝર્ગ	_બુઝર્ગ
બુડાપેસ્ટ	_બુડાપેસ્ટ
બુદ્ધ	_બુદ્ધ
બુદ્ધિપ્રકાશ	_બુદ્ધિપ્રકાશ
